unix_time,time_s,cable_easting_m,cable_northing_m,cable_height_m,cable_lock
1759745049.313,120409.313,619436.9939822919,5806119.100584663,41.44,1
1759745049.515,120409.515,619437.3200662448,5806118.870264184,41.45,1
1759745049.717,120409.717,619437.0568429556,5806119.482186496,41.44,1
1759745049.932,120409.932,619437.0887304015,5806119.563431945,41.42,1
1759745050.137,120410.137,619438.11269108,5806120.221046122,41.43,1
1759745050.341,120410.341,619438.9378422344,5806121.141851633,41.45,1
1759745050.543,120410.543,619438.302467172,5806118.621647223,41.47,1
1759745050.744,120410.744,619437.0755652278,5806119.227570584,41.43,1
1759745050.948,120410.948,619437.5918726753,5806118.830004672,41.43,1
1759745051.165,120411.165,619437.9569959923,5806117.219451952,41.42,1
1759745051.368,120411.368,619438.4114787695,5806119.37840555,41.42,1
1759745051.57,120411.57,619438.1810142108,5806118.383733245,41.43,1
1759745051.773,120411.773,619437.3006864127,5806119.682621016,41.4,1
1759745051.976,120411.976,619437.2513256998,5806119.775461417,41.42,1
1759745052.178,120412.178,619437.671956765,5806118.305900329,41.38,1
1759745052.381,120412.381,619438.7668000539,5806119.912055608,41.41,1
1759745052.597,120412.597,619438.6243846368,5806118.17746477,41.41,1
1759745052.798,120412.798,619437.4010406951,5806117.289943205,41.43,1
1759745052.999,120412.999,619437.3910406951,5806117.069943205,41.37,1
1759745053.202,120413.202,619437.3436517025,5806116.907216598,41.39,1
1759745053.417,120413.417,619438.5322950042,5806115.046343702,41.39,1
1759745053.62,120413.62,619438.5422950042,5806114.956343702,41.4,1
1759745053.823,120413.823,619438.682302204,5806116.056954343,41.43,1
1759745054.024,120414.024,619438.7917511609,5806115.422337237,41.4,1
1759745054.024,120414.024,619438.0566908895,5806116.77000503,41.4,1
1759745054.229,120414.229,619438.2735860071,5806114.501714341,41.41,1
1759745054.432,120414.432,619438.146390409,5806115.767039336,41.42,1
1759745054.647,120414.647,619437.8636337711,5806117.37985162,41.4,1
1759745054.848,120414.848,619436.5474860433,5806114.807993787,41.39,1
1759745055.05,120415.05,619437.083296128,5806114.942422783,41.39,1
1759745055.252,120415.252,619437.8081586803,5806114.478771594,41.38,1
1759745055.47,120415.47,619438.0950673359,5806113.490059502,41.42,1
1759745055.673,120415.673,619436.3846954765,5806114.680866708,41.42,1
1759745055.875,120415.875,619436.1455287959,5806114.049372307,41.41,1
1759745056.078,120416.078,619437.1782011475,5806113.604525065,41.39,1
1759745056.283,120416.283,619438.2376536203,5806113.075403691,41.4,1
1759745056.487,120416.487,619436.7399130694,5806113.866605356,41.43,1
1759745056.692,120416.692,619436.3200883027,5806114.504866415,41.4,1
1759745056.896,120416.896,619436.2900883027,5806114.364866415,41.41,1
1759745057.099,120417.099,619436.7049096695,5806115.240047589,41.41,1
1759745057.301,120417.301,619436.065939193,5806114.627033393,41.38,1
1759745057.518,120417.518,619436.1331033709,5806115.7586768055,41.38,1
1759745057.721,120417.721,619437.8105738525,5806113.904696969,41.38,1
1759745057.925,120417.925,619437.1999851491,5806113.944308411,41.39,1
1759745058.127,120418.127,619436.5070204223,5806114.177054847,41.4,1
1759745058.329,120418.329,619436.3293244445,5806111.828318071,41.4,1
1759745058.545,120418.545,619437.3919319661,5806114.004589409,41.4,1
1759745058.747,120418.747,619438.0665948464,5806113.157083282,41.4,1
1759745058.949,120418.949,619436.766063354,5806111.784470378,41.4,1
1759745059.152,120419.152,619436.1205358279,5806114.968949763,41.37,1
1759745059.354,120419.354,619436.0369024407,5806113.938168382,41.37,1
1759745059.557,120419.557,619436.6070239455,5806112.270811428,41.38,1
1759745059.761,120419.761,619437.6756171103,5806112.938190562,41.4,1
1759745059.979,120419.979,619437.3494401601,5806111.284605503,41.4,1
1759745060.181,120420.181,619436.6452765653,5806111.290202293,41.41,1
1759745060.384,120420.384,619437.2905725935,5806112.786729634,41.38,1
1759745060.585,120420.585,619437.702857332,5806111.403504679,41.39,1
1759745060.786,120420.786,619437.8365691275,5806113.136169794,41.39,1
1759745060.991,120420.991,619437.2522360355,5806111.398408215,41.37,1
1759745061.21,120421.21,619437.2422360356,5806111.118408214,41.4,1
1759745061.412,120421.412,619437.5308800616,5806112.47740525,41.4,1
1759745061.615,120421.615,619437.4708800615,5806112.13740525,41.36,1
1759745061.819,120421.819,619436.3978915146,5806111.089218445,41.36,1
1759745062.023,120422.023,619436.4195738909,5806111.266423593,41.35,1
1759745062.228,120422.228,619436.4596946973,5806111.072365816,41.35,1
1759745062.228,120422.228,619435.1320650795,5806108.887062281,41.35,1
1759745062.43,120422.43,619434.3761109994,5806109.552687803,41.37,1
1759745062.634,120422.634,619435.324685389,5806110.44849636,41.35,1
1759745062.837,120422.837,619436.400642558,5806108.090996547,41.35,1
1759745063.041,120423.041,619435.8712211219,5806111.104842635,41.42,1
1759745063.26,120423.26,619434.0696619718,5806109.859685651,41.39,1
1759745063.464,120423.464,619433.8236274438,5806108.3952812785,41.4,1
1759745063.667,120423.667,619435.5137424776,5806109.296199393,41.4,1
1759745063.871,120423.871,619436.5894638521,5806106.079432618,41.38,1
1759745064.074,120424.074,619435.668646798,5806107.785077777,41.41,1
1759745064.277,120424.277,619436.3195998636,5806107.782150053,41.45,1
1759745064.48,120424.48,619437.063050907,5806105.787998807,41.41,1
1759745064.683,120424.683,619437.1494752668,5806106.581323274,41.44,1
1759745064.886,120424.886,619436.2446647567,5806107.243059732,41.43,1
1759745065.104,120425.104,619436.2460072793,5806107.493767987,41.42,1
1759745065.305,120425.305,619436.4763242741,5806107.110816077,41.42,1
1759745065.507,120425.507,619436.2629518854,5806108.09257071,41.4,1
1759745065.71,120425.71,619436.05740322,5806107.775108414,41.42,1
1759745065.913,120425.913,619436.2509364482,5806107.681947429,41.4,1
1759745066.129,120426.129,619436.1344239502,5806107.8499846915,41.4,1
1759745066.332,120426.332,619435.3734990617,5806106.480565212,41.39,1
1759745066.535,120426.535,619434.28273806,5806107.241565126,41.35,1
1759745066.738,120426.738,619435.3445488891,5806107.262181677,41.39,1
1759745066.941,120426.941,619435.9377800026,5806106.349807126,41.38,1
1759745067.143,120427.143,619435.8886790617,5806107.197534174,41.37,1
1759745067.346,120427.346,619435.768141222,5806105.207719839,41.39,1
1759745067.564,120427.564,619436.1816539434,5806105.6259730775,41.36,1
1759745067.766,120427.766,619436.7791652064,5806105.245709314,41.39,1
1759745067.969,120427.969,619436.2924075087,5806104.845370504,41.39,0
1759745068.172,120428.172,619435.591616845,5806105.326967619,41.38,1
1759745068.376,120428.376,619435.6001720901,5806104.509409594,41.34,1
1759745068.577,120428.577,619435.9679327087,5806105.076896033,41.37,1
1759745068.795,120428.795,619436.4711826034,5806104.104297197,41.38,1
1759745069.0,120429.0,619436.0691745332,5806104.988018988,41.35,1
1759745069.203,120429.203,619435.8044706956,5806104.942720266,41.35,1
1759745069.405,120429.405,619436.6790236352,5806103.886455632,41.36,1
1759745069.606,120429.606,619436.7090236353,5806103.756455632,41.38,1
1759745069.807,120429.807,619436.5776395219,5806104.018809682,41.37,1
1759745070.025,120430.025,619435.9087673574,5806103.328790538,41.36,1
1759745070.227,120430.227,619435.8996686483,5806103.217559455,41.39,1
1759745070.43,120430.43,619437.5663318099,5806102.638978424,41.39,1
1759745070.43,120430.43,619436.266847046,5806103.728408826,41.39,1
1759745070.631,120430.631,619435.7630027499,5806104.36544981,41.35,1
1759745070.833,120430.833,619436.5707136334,5806102.958105328,41.36,1
1759745071.036,120431.036,619436.7136503386,5806104.062575778,41.36,1
1759745071.242,120431.242,619435.7905222295,5806104.310267918,41.37,1
1759745071.459,120431.459,619433.8896876468,5806104.292714528,41.33,1
1759745071.664,120431.664,619434.595080872,5806104.0876561925,41.34,1
1759745071.868,120431.868,619436.1144567291,5806104.100446177,41.36,1
1759745072.071,120432.071,619435.3148090435,5806103.013189789,41.37,1
1759745072.275,120432.275,619434.1168560527,5806102.083853888,41.36,1
1759745072.477,120432.477,619434.1597308451,5806100.63507275,41.34,1
1759745072.681,120432.681,619434.4582935903,5806101.059750155,41.35,1
1759745072.885,120432.885,619434.0551583966,5806101.7002690295,41.35,1
1759745073.086,120433.086,619434.1659717857,5806100.948106946,41.34,1
1759745073.303,120433.303,619435.2497744756,5806101.51026181,41.36,1
1759745073.508,120433.508,619435.2475180982,5806101.5192912305,41.35,1
1759745073.709,120433.709,619434.54879068,5806100.917250022,41.35,1
1759745073.91,120433.91,619434.9971677801,5806100.457827291,41.35,1
1759745074.114,120434.114,619434.602723394,5806100.979780429,41.33,1
1759745074.317,120434.317,619433.9710010388,5806102.275110865,41.33,1
1759745074.534,120434.534,619434.4909198409,5806102.815650518,41.34,1
1759745074.737,120434.737,619434.989978882,5806102.503617575,41.35,1
1759745074.942,120434.942,619434.5804281648,5806102.633237354,41.34,1
1759745075.143,120435.143,619433.9352902115,5806102.259224404,41.32,1
1759745075.345,120435.345,619434.4145272424,5806102.177512982,41.32,1
1759745075.548,120435.548,619435.5467263566,5806102.6671201335,41.35,1
1759745075.751,120435.751,619435.3520628482,5806103.304550891,41.33,1
1759745075.968,120435.968,619434.7185125311,5806102.677016123,41.33,1
1759745076.171,120436.171,619434.175032739,5806102.222823634,41.33,1
1759745076.373,120436.373,619434.0923072313,5806102.267525379,41.32,1
1759745076.576,120436.576,619434.0608837107,5806102.247832651,41.32,1
1759745076.777,120436.777,619433.5777714626,5806102.09488604,41.34,1
1759745076.981,120436.981,619433.2786213087,5806102.847619206,41.31,1
1759745077.201,120437.201,619433.6445044768,5806103.325617004,41.32,1
1759745077.403,120437.403,619434.1595795205,5806103.470512422,41.32,1
1759745077.605,120437.605,619434.1795795204,5806103.440512422,41.32,1
1759745077.808,120437.808,619434.4049251626,5806101.817033049,41.3,1
1759745078.011,120438.011,619434.1213759899,5806100.913442684,41.32,1
1759745078.213,120438.213,619434.4263957455,5806103.101083618,41.32,1
1759745078.416,120438.416,619434.5521620692,5806104.142760773,41.32,1
1759745078.633,120438.633,619434.5521620692,5806104.182760773,41.31,1
1759745078.633,120438.633,619434.1555489998,5806102.110269889,41.31,1
1759745078.837,120438.837,619433.7308712539,5806101.547715146,41.32,1
1759745079.039,120439.039,619434.3468774576,5806102.174388977,41.3,1
1759745079.242,120439.242,619433.7278187292,5806102.838065801,41.31,1
1759745079.447,120439.447,619434.1284524942,5806102.3229588615,41.31,1
1759745079.651,120439.651,619434.1098848925,5806101.6279237475,41.31,1
1759745079.853,120439.853,619433.5834875971,5806101.724642952,41.31,1
1759745080.056,120440.056,619434.2171393938,5806102.012268043,41.31,1
1759745080.274,120440.274,619433.6343634743,5806102.1050942745,41.31,1
1759745080.477,120440.477,619433.8319554474,5806102.074152198,41.31,1
1759745080.678,120440.678,619434.0527154137,5806102.031058667,41.31,1
1759745080.882,120440.882,619433.8356004605,5806102.178675507,41.31,1
1759745081.085,120441.085,619433.8610484591,5806102.161431661,41.31,1
1759745081.287,120441.287,619433.8474264861,5806102.172948184,41.31,1
1759745081.504,120441.504,619433.9580113317,5806102.151556783,41.31,1
1759745081.708,120441.708,619433.8374264861,5806102.172948184,41.31,1
1759745081.909,120441.909,619434.0332461367,5806102.14807834,41.31,1
1759745082.115,120442.115,619433.8356004605,5806102.178675507,41.31,1
1759745082.316,120442.316,619433.919124715,5806102.064554085,41.31,1
1759745082.518,120442.518,619434.0237991888,5806102.072970536,41.31,1
1759745082.736,120442.736,619433.7920417525,5806102.202562192,41.3,1
1759745082.938,120442.938,619433.5664685431,5806102.62812798,41.31,1
1759745083.141,120443.141,619433.1857275916,5806103.022411249,41.32,1
1759745083.346,120443.346,619432.8644579658,5806103.326619761,41.31,1
1759745083.551,120443.551,619431.7807045555,5806103.9744355045,41.33,1
1759745083.755,120443.755,619431.6518825996,5806104.118642275,41.32,1
1759745083.956,120443.956,619432.4986334385,5806103.835741985,41.31,1
1759745084.16,120444.16,619430.6405510523,5806103.65604353,41.3,1
1759745084.361,120444.361,619431.2733782096,5806103.015697965,41.31,1
1759745084.577,120444.577,619432.9266996662,5806103.928940111,41.34,1
1759745084.78,120444.78,619432.0035225006,5806102.819402584,41.33,1
1759745084.98,120444.98,619431.8182884594,5806102.583489648,41.31,1
1759745085.185,120445.185,619432.3844240153,5806104.209382581,41.32,1
1759745085.389,120445.389,619432.8153088308,5806104.267259841,41.34,1
1759745085.606,120445.606,619432.8353088308,5806104.297259841,41.33,1
1759745085.808,120445.808,619432.1886552552,5806103.655892782,41.33,1
1759745086.009,120446.009,619432.1486552553,5806103.685892782,41.31,1
1759745086.212,120446.212,619431.8035555665,5806102.886000326,41.34,1
1759745086.416,120446.416,619432.925552881,5806104.226675507,41.35,1
1759745086.619,120446.619,619432.915552881,5806104.266675507,41.34,1
1759745086.822,120446.822,619432.7927941472,5806104.3549488215,41.33,1
1759745086.822,120446.822,619432.8423669505,5806103.004811593,41.33,1
1759745087.041,120447.041,619433.0945979162,5806101.998801693,41.34,1
1759745087.243,120447.243,619433.5806897538,5806102.530638476,41.34,1
1759745087.445,120447.445,619433.6407307759,5806103.065797402,41.33,1
1759745087.648,120447.648,619431.8016556847,5806104.509456349,41.33,1
1759745087.852,120447.852,619430.5888278317,5806105.261224941,41.34,1
1759745088.054,120448.054,619432.0884895488,5806103.489569218,41.33,1
1759745088.258,120448.258,619430.71837901,5806103.860852659,41.33,1
1759745088.473,120448.473,619431.214275042,5806104.14734034,41.31,1
1759745088.675,120448.675,619430.7428852716,5806104.768406873,41.34,1
1759745088.879,120448.879,619430.253704254,5806104.644525212,41.34,1
1759745089.081,120449.081,619430.4967571482,5806105.320235174,41.34,1
1759745089.283,120449.283,619431.130014454,5806105.536057037,41.35,1
1759745089.488,120449.488,619431.8104271357,5806104.267486953,41.35,1
1759745089.694,120449.694,619431.6682333857,5806104.407996784,41.35,1
1759745089.899,120449.899,619431.3070671868,5806104.421644351,41.34,1
1759745090.102,120450.102,619431.500499268,5806103.259264939,41.34,1
1759745090.306,120450.306,619430.6095075299,5806102.616599354,41.34,1
1759745090.523,120450.523,619431.8365012604,5806102.416573857,41.34,1
1759745090.727,120450.727,619431.7320531784,5806103.44540775,41.35,1
1759745090.929,120450.929,619431.4247575882,5806104.833540663,41.36,1
1759745091.131,120451.131,619430.8871557952,5806104.56950553,41.36,1
1759745091.333,120451.333,619431.1920914025,5806104.447933399,41.33,1
1759745091.538,120451.538,619431.8077909875,5806104.277603877,41.35,1
1759745091.755,120451.755,619431.6946366528,5806104.518727815,41.34,1
1759745091.958,120451.958,619431.2260343832,5806105.029689072,41.36,1
1759745092.16,120452.16,619430.176610031,5806104.204874878,41.34,1
1759745092.362,120452.362,619428.4505689911,5806103.215870701,41.32,1
1759745092.566,120452.566,619429.0800419792,5806103.6426024195,41.34,1
1759745092.769,120452.769,619429.9489143675,5806104.318245314,41.36,1
1759745092.971,120452.971,619429.3952568927,5806103.953930618,41.34,1
1759745093.187,120453.187,619429.2631972204,5806103.368798964,41.33,1
1759745093.388,120453.388,619429.557138821,5806104.250242443,41.35,1
1759745093.589,120453.589,619429.4304793194,5806103.708965849,41.35,1
1759745093.793,120453.793,619429.8154824578,5806103.493712316,41.34,1
1759745093.997,120453.997,619429.8054824577,5806103.513712316,41.34,1
1759745094.201,120454.201,619429.8054824577,5806103.513712316,41.34,1
1759745094.42,120454.42,619430.2351930335,5806103.367522711,41.34,1
1759745094.623,120454.623,619430.2451930335,5806103.377522711,41.34,1
1759745094.825,120454.825,619430.0857359313,5806103.663910524,41.35,1
1759745095.029,120455.029,619430.2497363025,5806103.591989294,41.34,1
1759745095.029,120455.029,619430.0394583688,5806103.237330034,41.34,1
1759745095.232,120455.232,619430.1014084542,5806103.665346679,41.34,1
1759745095.434,120455.434,619430.9899011904,5806103.490007195,41.32,1
1759745095.637,120455.637,619430.463305069,5806103.422478715,41.32,1
1759745095.853,120455.853,619429.8211401176,5806103.470656892,41.31,1
1759745096.057,120456.057,619430.2102395337,5806103.825814118,41.32,1
1759745096.259,120456.259,619430.47,5806103.542489168,41.32,1
1759745096.461,120456.461,619430.1501373093,5806103.399489929,41.32,1
1759745096.663,120456.663,619430.09906341,5806103.528495409,41.31,1
1759745096.867,120456.867,619430.3203157404,5806103.611792427,41.32,1
1759745097.084,120457.084,619430.1010256516,5806103.611921343,41.32,1
1759745097.288,120457.288,619430.2678679656,5806103.603199846,41.32,1
1759745097.49,120457.49,619430.1005319989,5806103.743341838,41.32,1
1759745097.692,120457.692,619430.0487169645,5806103.750511771,41.32,1
1759745097.896,120457.896,619430.4070599572,5806103.542214539,41.32,1
1759745098.1,120458.1,619430.1586563551,5806103.672328765,41.32,1
1759745098.301,120458.301,619430.1010256516,5806103.601921343,41.32,1
1759745098.52,120458.52,619430.3584451311,5806103.602528711,41.32,1
1759745098.719,120458.719,619430.0587480667,5806103.525730138,41.31,1
1759745098.923,120458.923,619429.3367097127,5806103.845442078,41.35,1
1759745099.122,120459.122,619429.4197341513,5806105.037310453,41.35,1
1759745099.341,120459.341,619429.5797147342,5806105.148910663,41.36,1
1759745099.542,120459.542,619429.9108956521,5806105.056971143,41.37,1
1759745099.746,120459.746,619431.116683068,5806103.5664500855,41.37,1
1759745099.947,120459.947,619431.1187466299,5806102.47215927,41.34,1
1759745100.149,120500.149,619430.7993612093,5806101.5212285025,41.36,1
1759745100.365,120500.365,619431.4420679266,5806101.581374763,41.36,1
1759745100.568,120500.568,619431.3410831394,5806102.473659297,41.36,1
1759745100.77,120500.77,619430.5665758096,5806101.727125183,41.34,1
1759745100.971,120500.971,619430.7417172057,5806101.2857808815,41.34,1
1759745101.175,120501.175,619429.1263437087,5806102.545739483,41.35,1
1759745101.378,120501.378,619426.9526847301,5806103.729961982,41.36,1
1759745101.595,120501.595,619425.4738774365,5806103.091220777,41.35,1
1759745101.8,120501.8,619424.6320603073,5806102.00459477,41.33,1
1759745102.004,120502.004,619425.1533082637,5806103.4173754975,41.34,1
1759745102.208,120502.208,619425.1633082638,5806103.447375497,41.36,1
1759745102.412,120502.412,619425.876247984,5806102.507204869,41.33,1
1759745102.613,120502.613,619425.8562479841,5806102.487204869,41.33,1
1759745102.815,120502.815,619427.1684843297,5806101.784550576,41.34,1
1759745103.017,120503.017,619427.3216530668,5806102.415249766,41.35,1
1759745103.235,120503.235,619426.9912757239,5806101.681370912,41.33,1
1759745103.235,120503.235,619426.4315073958,5806101.246777722,41.33,1
1759745103.437,120503.437,619422.6655910127,5806102.670500389,41.36,1
1759745103.641,120503.641,619425.8146709512,5806102.3902075235,41.38,1
1759745103.845,120503.845,619424.2840707261,5806101.984652624,41.36,1
1759745104.048,120504.048,619425.5922714211,5806102.9172298955,41.34,1
1759745104.25,120504.25,619425.8017303733,5806101.936340957,41.37,1
1759745104.452,120504.452,619426.4281384314,5806101.516667764,41.35,1
1759745104.668,120504.668,619426.4134657065,5806101.63299483,41.34,1
1759745104.871,120504.871,619426.584361144,5806102.3202097425,41.35,1
1759745105.075,120505.075,619427.1876482216,5806102.376279851,41.36,1
1759745105.276,120505.276,619426.7879092257,5806101.420834567,41.35,1
1759745105.479,120505.479,619427.7774276233,5806101.280529126,41.34,1
1759745105.681,120505.681,619428.511470438,5806101.535121175,41.35,1
1759745105.9,120505.9,619427.6583254349,5806102.179182267,41.35,1
1759745106.102,120506.102,619427.3178169609,5806102.74838087,41.36,1
1759745106.308,120506.308,619428.1229785478,5806102.1339006685,41.33,1
1759745106.509,120506.509,619426.7310828788,5806101.879981629,41.33,1
1759745106.712,120506.712,619429.1607798939,5806101.930153515,41.36,1
1759745106.914,120506.914,619429.4662754191,5806102.134507585,41.36,1
1759745107.116,120507.116,619427.3717273094,5806101.260039792,41.32,1
1759745107.334,120507.334,619429.2409514841,5806100.021020212,41.35,1
1759745107.537,120507.537,619428.9625337532,5806099.8570953,41.35,1
1759745107.74,120507.74,619427.7438650425,5806100.013241553,41.31,1
1759745107.941,120507.941,619428.6344662802,5806100.229537912,41.34,1
1759745108.142,120508.142,619427.4583899603,5806100.013355719,41.33,1
1759745108.346,120508.346,619427.8917877282,5806100.207807688,41.33,1
1759745108.551,120508.551,619427.2179407552,5806100.840111906,41.34,1
1759745108.767,120508.767,619426.6191661798,5806101.18741527,41.32,1
1759745108.972,120508.972,619425.7408104645,5806101.05782743,41.34,1
1759745109.175,120509.175,619425.7638392089,5806099.936790524,41.32,1
1759745109.379,120509.379,619427.5291930578,5806101.263239238,41.33,1
1759745109.582,120509.582,619428.8286134701,5806101.70453383,41.34,1
1759745109.785,120509.785,619428.3164286222,5806100.96327079,41.33,1
1759745109.987,120509.987,619429.482014764,5806101.268321339,41.32,1
1759745110.204,120510.204,619429.552014764,5806101.278321339,41.34,1
1759745110.408,120510.408,619429.1142754047,5806101.036656477,41.35,1
1759745110.613,120510.613,619429.1342754047,5806100.986656477,41.33,1
1759745110.815,120510.815,619430.2313458129,5806100.272877505,41.35,1
1759745111.016,120511.016,619431.6834182324,5806100.470660037,41.37,1
1759745111.219,120511.219,619431.1636806903,5806100.844798876,41.37,1
1759745111.42,120511.42,619431.1633013524,5806100.7437637,41.34,1
1759745111.42,120511.42,619432.1156286635,5806099.233303433,41.34,1
1759745111.638,120511.638,619431.108928001,5806099.89548783,41.36,1
1759745111.84,120511.84,619431.0202086358,5806100.025006488,41.36,1
1759745112.04,120512.04,619429.0071651402,5806100.1862920625,41.35,1
1759745112.244,120512.244,619428.2763697768,5806101.629459577,41.35,1
1759745112.445,120512.445,619428.7421578731,5806101.7469424745,41.37,1
1759745112.664,120512.664,619427.129284012,5806100.170700202,41.38,1
1759745112.867,120512.867,619426.9427497414,5806100.245631741,41.36,1
1759745113.069,120513.069,619429.2202091845,5806099.802105584,41.38,1
1759745113.271,120513.271,619427.2891419486,5806100.137186056,41.39,1
1759745113.471,120513.471,619428.0680938066,5806100.37078585,41.39,1
1759745113.69,120513.69,619428.1276226284,5806100.447091721,41.39,1
1759745113.892,120513.892,619428.3329760125,5806099.317378403,41.37,1
1759745114.095,120514.095,619428.4290572114,5806099.4788376065,41.37,1
1759745114.298,120514.298,619428.0144674649,5806099.153029872,41.37,1
1759745114.5,120514.5,619429.6307443201,5806099.768522136,41.36,1
1759745114.716,120514.716,619428.9889592001,5806100.7126044035,41.39,1
1759745114.919,120514.919,619428.8385801286,5806099.520670739,41.37,1
1759745115.12,120515.12,619430.4721030424,5806099.31352827,41.36,1
1759745115.323,120515.323,619431.2947727281,5806099.859640717,41.38,1
1759745115.525,120515.525,619432.7541045462,5806099.793334202,41.39,1
1759745115.727,120515.727,619434.2205703962,5806098.853183761,41.38,1
1759745115.945,120515.945,619433.4603849289,5806098.632113631,41.38,1
1759745116.146,120516.146,619431.9240556832,5806098.399502445,41.37,1
1759745116.349,120516.349,619432.1901773488,5806098.501901354,41.37,1
1759745116.552,120516.552,619431.4505182891,5806099.488653214,41.37,1
1759745116.754,120516.754,619431.1119085011,5806099.597759252,41.39,1
1759745116.957,120516.957,619432.2236657392,5806098.743460306,41.39,1
1759745117.175,120517.175,619433.2511815573,5806098.098894212,41.36,1
1759745117.378,120517.378,619431.6747018705,5806098.90355172,41.39,1
1759745117.581,120517.581,619433.993703492,5806098.550701939,41.42,1
1759745117.784,120517.784,619433.0544131051,5806098.042644975,41.38,1
1759745117.986,120517.986,619432.088508171,5806098.534777116,41.37,1
1759745118.19,120518.19,619433.9951488813,5806098.954243572,41.43,1
1759745118.392,120518.392,619431.7382179719,5806098.9458782105,41.39,1
1759745118.61,120518.61,619432.2772843936,5806098.617185854,41.4,1
1759745118.812,120518.812,619432.4972843935,5806098.527185854,41.39,1
1759745119.017,120519.017,619431.6090282964,5806099.557234933,41.39,1
1759745119.219,120519.219,619431.7892637335,5806099.512254743,41.4,1
1759745119.422,120519.422,619432.3163866822,5806099.299328833,41.39,1
1759745119.624,120519.624,619432.6970921694,5806098.712593936,41.37,1
1759745119.624,120519.624,619432.8831007686,5806099.316723147,41.37,1
1759745119.838,120519.838,619432.6759009154,5806099.00809158,41.4,1
1759745120.042,120520.042,619433.5773036303,5806098.004070002,41.42,1
1759745120.244,120520.244,619433.9853691269,5806098.812953344,41.4,1
1759745120.448,120520.448,619433.5180085506,5806101.037833113,41.42,1
1759745120.649,120520.649,619433.8047163379,5806100.747455386,41.42,1
1759745120.851,120520.851,619432.4215227863,5806099.278234816,41.43,1
1759745121.068,120521.068,619433.249881347,5806098.04398758,41.4,1
1759745121.272,120521.272,619434.9186549628,5806098.953189621,41.41,1
1759745121.475,120521.475,619435.2703858623,5806100.696012719,41.42,1
1759745121.68,120521.68,619436.236251298,5806101.593124543,41.45,1
1759745121.88,120521.88,619434.3591512117,5806099.3790824255,41.45,1
1759745122.08,120522.08,619432.3944906496,5806097.90736321,41.41,1
1759745122.297,120522.297,619432.3963810849,5806098.709761213,41.38,1
1759745122.501,120522.501,619432.6672616717,5806100.084954216,41.39,1
1759745122.701,120522.701,619433.20152546,5806099.871791351,41.42,1
1759745122.9,120522.9,619434.9756587326,5806098.454641589,41.41,1
1759745123.106,120523.106,619435.4652760964,5806097.869007479,41.41,1
1759745123.325,120523.325,619436.5344521442,5806097.788176087,41.4,1
1759745123.528,120523.528,619436.6311620687,5806099.095115999,41.41,1
1759745123.731,120523.731,619436.7796639918,5806099.907775566,41.43,1
1759745123.935,120523.935,619436.3668183625,5806099.622651119,41.42,1
1759745124.139,120524.139,619435.8598161234,5806098.419327902,41.42,1
1759745124.342,120524.342,619435.6964216392,5806098.4722827785,41.42,1
1759745124.545,120524.545,619435.8490281958,5806099.913430807,41.45,1
1759745124.748,120524.748,619434.9673967669,5806100.262385747,41.45,1
1759745124.964,120524.964,619434.7054729642,5806099.692819955,41.44,1
1759745125.165,120525.165,619434.1417197632,5806099.777223891,41.42,1
1759745125.365,120525.365,619434.2149229464,5806100.838579261,41.45,1
1759745125.567,120525.567,619435.4272074442,5806100.142024033,41.42,1
1759745125.784,120525.784,619436.102801796,5806098.883996572,41.41,1
1759745125.985,120525.985,619436.5206043534,5806099.550040709,41.42,1
1759745126.187,120526.187,619436.8504105783,5806099.793484724,41.43,1
1759745126.388,120526.388,619437.5100964794,5806098.744276588,41.4,1
1759745126.605,120526.605,619437.5400964794,5806098.744276588,41.41,1
1759745126.808,120526.808,619438.0001089643,5806099.01273737,41.43,1
1759745127.01,120527.01,619438.1340590339,5806099.597594086,41.43,1
1759745127.211,120527.211,619438.3005026238,5806099.084574674,41.41,1
1759745127.415,120527.415,619439.0859034739,5806099.330154094,41.41,1
1759745127.618,120527.618,619439.2359034739,5806099.330154094,41.42,1
1759745127.834,120527.834,619438.8717126829,5806099.487676208,41.44,1
1759745127.834,120527.834,619438.8162060559,5806099.45876921,41.44,1
1759745128.034,120528.034,619439.038786859,5806098.370577262,41.42,1
1759745128.237,120528.237,619437.1155658327,5806098.900360571,41.41,1
1759745128.44,120528.44,619438.4803938202,5806098.236565278,41.42,1
1759745128.641,120528.641,619437.4978013019,5806097.947292223,41.41,1
1759745128.846,120528.846,619438.1100131187,5806098.492478704,41.43,1
1759745129.051,120529.051,619438.0823455207,5806099.258822857,41.39,1
1759745129.256,120529.256,619438.7285070289,5806099.941924612,41.42,1
1759745129.462,120529.462,619437.9054273412,5806099.305482387,41.42,1
1759745129.667,120529.667,619438.5406158328,5806097.831957899,41.43,1
1759745129.872,120529.872,619438.5582091548,5806098.008003282,41.43,1
1759745130.089,120530.089,619438.803859134,5806099.2600964,41.42,1
1759745130.292,120530.292,619439.3849428169,5806100.440751358,41.42,1
1759745130.494,120530.494,619439.9296206111,5806100.224297105,41.44,1
1759745130.698,120530.698,619439.9519106682,5806100.146854249,41.46,1
1759745130.9,120530.9,619439.0587575294,5806098.392718798,41.45,1
1759745131.102,120531.102,619440.7468869709,5806098.172361658,41.43,1
1759745131.317,120531.317,619440.0930455413,5806098.763908954,41.43,1
